"Region","Division","District","BEIS School ID","School Name","Street Address","Municipality","Legislative District","Barangay","Sector","Urban/Rural","School Subclassification","Modified Curricural Offering Classification"
"Region VI","Aklan","Kalibo II",500179,"Kalibo Integrated Special Education Center","XIX Martyrs Sreet","KALIBO (Capital)","Lone District","POBLACION","Public","Urban","DepED Managed","All Offering (K to 12)"
"Region VI","Aklan","Kalibo II",500545,"Bakhaw Norte Integrated School","Bakhaw Norte","KALIBO (Capital)","Lone District","BACHAW NORTE","Public","Urban","DepED Managed","All Offering (K to 12)"
"Region VI","Aklan","Lezo",114763,"Agcawilan Silakat Nonok ES","Silakat Nonok","LEZO","Lone District","SILAKAT-NONOK","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Lezo",114764,"Bugasongan ES","Bugasongan","LEZO","Lone District","BUGASONGAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Lezo",114765,"Ibao ES","Ibao","LEZO","Lone District","IBAO","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Lezo",114767,"Sta. Cruz Bigaa ES","Sta. Cruz  Biga-a, Lezo, Aklan","LEZO","Lone District","SANTA CRUZ BIGAA","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Lezo",114768,"Tayhawan Elementary School","Tayhawan","LEZO","Lone District","TAYHAWAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Lezo",114769,"Uldario P. Custodio ES","Carugdog","LEZO","Lone District","CARUGDOG","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Lezo",178007,"Prudencio T. Yerro ES","no available","LEZO","Lone District","AGCAWILAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Lezo",302304,"Catalino M. Prado NHS","Centro Carugdog","LEZO","Lone District","CARUGDOG","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region VI","Aklan","Lezo",403942,"Lezo Technical College, Inc.","Ramos St. Poblacion, Lezo, Aklan","LEZO","Lone District","POBLACION","Private","Partially Urban","Non-Sectarian","JHS with SHS"
"Region VI","Aklan","Lezo",438037,"Mga Apo ni San Isidro Catholic School, Inc.","Ramos St.","LEZO","Lone District","POBLACION","Private","Partially Urban","Non-Sectarian","Purely ES"
"Region VI","Aklan","Lezo",500171,"Lezo IS","A. Cahilig St. Poblacion","LEZO","Lone District","POBLACION","Public","Partially Urban","DepED Managed","All Offering (K to 12)"
"Region VI","Aklan","Libacao",114770,"Agbatuan Elementary School (Agbatuan (PS)","Agbatuan","LIBACAO","Lone District","OYANG","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114771,"Agmailig ES","Agmailig","LIBACAO","Lone District","AGMAILIG","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114772,"Alfonso XII ES","Alfonso XII","LIBACAO","Lone District","ALFONSO XII","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114773,"Batobato PS","Batobato","LIBACAO","Lone District","BATOBATO","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114774,"Belen PS","Belen","LIBACAO","Lone District","ROSAL","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114775,"Bonza PS","Bonza","LIBACAO","Lone District","BONZA","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114777,"Bueosangay PS","Bueosangay","LIBACAO","Lone District","JULITA","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114778,"Calacabian ES","Calacabian","LIBACAO","Lone District","CALACABIAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114779,"Calamcan ES","Calamcan","LIBACAO","Lone District","CALAMCAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114781,"Casit-an PS","Casit-an","LIBACAO","Lone District","CASIT-AN","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114783,"Guadalupe ES","Guadalupe","LIBACAO","Lone District","GUADALUPE","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114784,"Janlud Elementary School","Janlud","LIBACAO","Lone District","JANLUD","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114785,"Julita Elementary School","Julita","LIBACAO","Lone District","JULITA","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114786,"Libacao Central ES","Roxas St.","LIBACAO","Lone District","POBLACION","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114787,"Loctuga ES","Loctuga","LIBACAO","Lone District","LUCTOGA","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114788,"Magugba PS","Magugba","LIBACAO","Lone District","MAGUGBA","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114789,"Manika ES","Manika","LIBACAO","Lone District","MANIKA","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114790,"Marapayao PS","Marapayao","LIBACAO","Lone District","ORTEGA","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114791,"Maytaraw PS","Maytaraw","LIBACAO","Lone District","DALAGSA-AN","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114792,"Ogsip PS","Ogsip","LIBACAO","Lone District","OGSIP","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114794,"Oyang Primary School","Oyang","LIBACAO","Lone District","OYANG","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114795,"Pampango ES","Pampango","LIBACAO","Lone District","PAMPANGO","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114796,"Pinonoy PS","Pinonoy","LIBACAO","Lone District","PINONOY","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114797,"Rivera PS","Rivera","LIBACAO","Lone District","RIVERA","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114798,"Rosal ES","Rosal","LIBACAO","Lone District","ROSAL","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114799,"Sibalew PS","Sibalew","LIBACAO","Lone District","SIBALEW","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",114800,"Taroytoy  Elementary School (Tarotoy PS)","Taroytoy","LIBACAO","Lone District","MANIKA","Public","Partially Urban","DepED Managed","Purely ES"
"Region VI","Aklan","Libacao",302310,"Libacao National Forestry Vocational High School","Rizal St.,","LIBACAO","Lone District","POBLACION","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region VI","Aklan","Libacao",302311,"Guadalupe NHS","Guadalupe","LIBACAO","Lone District","GUADALUPE","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region VI","Aklan","Libacao",302314,"LOCTUGA NATIONAL HIGH SCHOOL","Loctuga","LIBACAO","Lone District","LUCTOGA","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region VI","Aklan","Libacao",310617,"Alfonso XII NHS","Alfonso XII, Libacao, Aklan","LIBACAO","Lone District","ALFONSO XII","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region VI","Aklan","Libacao",438026,"Libacao Christian Learning Center","Prov. Rd., Poblacion, Libacao, Aklan","LIBACAO","Lone District","POBLACION","Private","Partially Urban","Sectarian","Purely ES"
"Region VI","Aklan","Libacao",438044,"St. Catherine of Alexandria Catholic School, Inc.","Corner Malanga and Ma. Obo-ob streets","LIBACAO","Lone District","POBLACION","Private","Partially Urban","Sectarian","Purely ES"
